rank Youtuber subscribers video_views category Title uploads Country Abbreviation channel_type video_views_rank country_rank channel_type_rank video_views_for_the_last_30_days lowest_monthly_earnings highest_monthly_earnings lowest_yearly_earnings highest_yearly_earnings subscribers_for_last_30_days created_year created_month created_date Gross_tertiary_education_enrollment_(%) Population Unemployment_rate Urban_population Latitude Longitude
371 Bizarrap 20600000 7657171980 Comedy Bizarrap 83 Argentina AR Entertainment 711 8 98 193176000 48300 772700 579500 9300000 200000 2017 Jan 15 90 44938712 9.79 41339571 -38.416097 -63.616672
372 Avicii 20600000 10292874715 Music Avicii 156 Sweden SE Music 421 1 92 81236000 20300 324900 243700 3900000 nan 2009 Oct 28 67 10285453 6.48 9021165 60.128161 18.643501
373 Mnet_K-POP 20500000 15038593883 Entertainment Mnet_K-POP 33229 South_Korea KR Entertainment 220 7 99 158540000 39600 634200 475600 7600000 100000 2006 Mar 9 94.3 51709098 4.15 42106719 35.907757 127.766922
374 LazarBeam 20500000 8768697257 Gaming LazarBeam 1323 Australia AU Games 565 3 25 26082000 6500 104300 78200 1300000 nan 2015 Jan 4 113.1 25766605 5.27 21844756 -25.274398 133.775136
375 Ninja_Kidz_TV 20500000 11009148579 Entertainment Ninja_Kidz_TV 296 United_States US Entertainment 377 104 99 195203000 48800 780800 585600 9400000 100000 2017 Feb 9 88.2 328239523 14.7 270663028 37.09024 -95.712891
376 Totoy_kids_-_Portuguï¿½ 20400000 1796227417 Film_&_Animation Totoy_kids_-_Portuguï¿½ 206 Brazil BR Film 5673 19 24 39495000 9900 158000 118500 1900000 100000 2014 Dec 2 51.3 212559417 12.08 183241641 -14.235004 -51.92528
377 Jake_Paul 20400000 7311322368 People_&_Blogs Jake_Paul 1006 United_States US People 778 105 19 14646000 3700 58600 43900 703000 100000 2013 Sep 19 88.2 328239523 14.7 270663028 37.09024 -95.712891
378 Linkin_Park 20400000 13397000296 Music linkinpark 0 Afghanistan AF Games 4057944 1385 7136 nan 0 0 0 0 12 2006 Nov 28 9.7 38041754 11.12 9797273 33.93911 67.709953
379 Vijay_Television 20400000 29406206620 Entertainment Vijay_Television 51515 India IN Entertainment 43 70 100 907534000 226900 3600000 2700000 43600000 400000 2007 Feb 1 28.1 1366417754 5.36 471031528 20.593684 78.96288
380 SlivkiShow 20400000 4707412332 Entertainment SlivkiShow 462 Ukraine UA Entertainment 1489 1 100 28990000 7200 116000 87000 1400000 nan 2012 Dec 11 82.7 44385155 8.88 30835699 48.379433 31.16558
381 Emiway_Bantai 20400000 3579555124 Music Emiway_Bantai 239 India IN Music 2236 70 94 41289000 10300 165200 123900 2000000 100000 2013 May 3 28.1 1366417754 5.36 471031528 20.593684 78.96288
382 Got_Talent_Global 20300000 2441288701 Entertainment Got_Talent_Global 1245 United_Kingdom GB Entertainment 3750 15 101 86457000 21600 345800 259400 4100000 100000 2013 Jan 31 60 66834405 3.85 55908316 55.378051 -3.435973
383 ýýýýýýýýýýýýýýý_-_Genevieve's_Playhouse 20300000 11022391339 Education ýýýýýýýýýýýýýýý_-_Genevieve's_Playhouse 107 nan nan Education 380 nan 22 71777000 17900 287100 215300 3400000 200000 2018 Jul 22 nan nan nan nan nan nan
384 BabyBus_-_Cerita_&_Lagu_Anak-anak 20300000 11819051552 Education BabyBus_-_Cerita_&_Lagu_Anak-anak 875 Indonesia ID Education 332 10 22 112768000 28200 451100 338300 5400000 100000 2019 Jan 14 36.3 270203917 4.69 151509724 -0.789275 113.921327
385 Ami_Rodriguez 20200000 2951914200 Entertainment Ami_Rodriguez 460 Colombia CO Entertainment 2959 7 103 263864000 66000 1100000 791600 12700000 1600000 2009 Jul 20 55.3 50339443 9.71 40827302 4.570868 -74.297333
386 Noor_Stars 20200000 2764127969 Comedy Noor_Stars 693 United_Arab_Emirates AE Entertainment 3238 5 102 15556000 3900 62200 46700 746700 100000 2014 Apr 24 36.8 9770529 2.35 8479744 23.424076 53.847818
387 Family_GamesTV 20200000 7066711323 Entertainment FamilyGamesTV 0 nan nan Games 4057944 nan 7492 nan 0 0 0 0 nan 2012 Dec 29 nan nan nan nan nan nan
388 Kiddiestv_Hindi_-_Nursery_Rhymes_&_Kids_Songs 20200000 7274150246 Education Kiddiestv_Hindi_-_Nursery_Rhymes_&_Kids_Songs 226 India IN Education 780 71 23 113420000 28400 453700 340300 5400000 300000 2017 May 25 28.1 1366417754 5.36 471031528 20.593684 78.96288
389 dednahype 20200000 20919403720 Comedy dednahype 1935 Latvia LV Comedy 108 1 19 1245000000 311200 5000000 3700000 59800000 1200000 2020 Mar 20 88.1 1912789 6.52 1304943 56.879635 24.603189
390 Marta_and_Rustam 20200000 19694265358 Comedy Marta_and_Rustam 761 United_States US Comedy 126 106 20 452250000 113100 1800000 1400000 21700000 600000 2021 Jun 21 88.2 328239523 14.7 270663028 37.09024 -95.712891
391 MiawAug 20200000 6098644584 Gaming MiawAug 3713 Indonesia ID Games 1023 11 27 64489000 16100 258000 193500 3100000 200000 2014 Mar 15 36.3 270203917 4.69 151509724 -0.789275 113.921327
392 CookieSwirlC 20100000 23353115850 Entertainment CookieSwirlC 3774 United_States US Games 86 108 28 221702000 55400 886800 665100 10600000 200000 2013 Nov 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
393 Skrillex 20100000 6618524158 Music Skrillex 241 United_States US Music 905 108 95 25263000 6300 101100 75800 1200000 nan 2010 Apr 6 88.2 328239523 14.7 270663028 37.09024 -95.712891
394 AuthenticGames 20100000 8920141342 Gaming AuthenticGames 4974 Brazil BR Games 549 20 28 5420000 1400 21700 16300 260200 nan 2011 Oct 7 51.3 212559417 12.08 183241641 -14.235004 -51.92528
395 Robin_Hood_Gamer 20100000 10366850490 Entertainment Homem_Aranha_player 0 nan nan Games 4057944 nan 7471 nan 0 0 0 0 nan 2013 Mar 16 nan nan nan nan nan nan
396 Pencilmation 20100000 11317309935 Film_&_Animation Pencilmation 1481 United_States US Entertainment 366 109 104 14862000 3700 59400 44600 713400 100000 2007 Feb 1 88.2 328239523 14.7 270663028 37.09024 -95.712891
397 7clouds 20100000 14816075927 Music 7clouds 2384 United_States US Music 227 108 95 276751000 69200 1100000 830300 13300000 300000 2013 May 25 88.2 328239523 14.7 270663028 37.09024 -95.712891
398 5-Minute_Crafts_PLAY 20100000 6119294270 Howto_&_Style 5-Minute_Crafts_PLAY 5491 United_States US Howto 1014 108 12 105784000 26400 423100 317400 5100000 100000 2017 Oct 30 88.2 328239523 14.7 270663028 37.09024 -95.712891
399 Marvel_Entertainment 20100000 5634695322 Entertainment MarvelEntertainment 1 United_States US Film 4054962 6143 4024 63 0.02 0.25 0.19 3 30 2011 May 10 88.2 328239523 14.7 270663028 37.09024 -95.712891
400 BuzzFeedVideo 20100000 17913237851 People_&_Blogs BuzzFeedVideo 7737 United_States US People 150 108 20 9112000 2300 36400 27300 437400 nan 2011 Aug 10 88.2 328239523 14.7 270663028 37.09024 -95.712891
401 REACT 20000000 13154314376 Entertainment REACT 4339 United_States US Entertainment 281 109 104 23206000 5800 92800 69600 1100000 nan 2007 Jun 4 88.2 328239523 14.7 270663028 37.09024 -95.712891
402 Vevo 20000000 559765455 Music Vevo 1527 United_States US Music 22747 109 96 1331000 333 5300 4000 63900 nan 2006 Apr 14 88.2 328239523 14.7 270663028 37.09024 -95.712891
403 Gordon_Ramsay 20000000 3875172235 Entertainment Gordon_Ramsay 1527 United_Kingdom GB Entertainment 2001 16 104 39228000 9800 156900 117700 1900000 200000 2006 Apr 29 60 66834405 3.85 55908316 55.378051 -3.435973
404 Pentatonix 20000000 6033295543 Music pentatonix 1 Canada CA Entertainment 4051673 4072 6742 nan 0 0 0 0 nan 2006 Mar 9 68.9 36991981 5.56 30628482 56.130366 -106.346771
405 Green_Gold_TV_-_Official_Channel 20000000 9715291883 Film_&_Animation Green_Gold_TV_-_Official_Channel 1476 India IN Entertainment 473 72 104 70278000 0 0 0 0 100000 2011 Jul 1 28.1 1366417754 5.36 471031528 20.593684 78.96288
406 Gusttavo_Lima_Oficial 19900000 13917423958 Music Gusttavo_Lima_Oficial 416 Brazil BR Music 258 21 97 214803000 53700 859200 644400 10300000 100000 2010 Nov 9 51.3 212559417 12.08 183241641 -14.235004 -51.92528
407 HaerteTest 19800000 3234880084 Science_&_Technology HaerteTest 1411 Germany DE Tech 2583 3 6 5650000 1400 22600 17000 271200 nan 2011 Sep 6 70.2 83132799 3.04 64324835 51.165691 10.451526
408 Crafty_Panda 19800000 5759442450 People_&_Blogs Crafty_Panda 760 United_States US Entertainment 1120 111 105 6137000 1500 24500 18400 294600 100000 2017 Dec 3 88.2 328239523 14.7 270663028 37.09024 -95.712891
409 SOMOY_TV 19800000 12293479945 News_&_Politics TIME_NEWS 9930 United_States US News 1291541 2251 1555 16229 4 65 49 779 nan 2013 Nov 16 88.2 328239523 14.7 270663028 37.09024 -95.712891
410 JennaMarbles 19700000 1803249241 Comedy JennaMarbles 250 United_States US Comedy 5665 112 21 3769000 942 15100 11300 180900 nan 2010 Feb 16 88.2 328239523 14.7 270663028 37.09024 -95.712891
411 Troom_Troom_Es 19700000 7452667615 People_&_Blogs Troom_Troom_Es 2912 nan nan Howto 747 nan 13 29387000 7300 117500 88200 1400000 100000 2016 Feb 5 nan nan nan nan nan nan
412 Official_Pink_Panther 19700000 10955619815 Film_&_Animation OfficialPinkPanther 1 United_States US Games 4052414 7741 7494 nan 0 0 0 0 nan 2011 Oct 6 88.2 328239523 14.7 270663028 37.09024 -95.712891
413 Britain's_Got_Talent 19700000 11323617496 Entertainment Britain's_Got_Talent 4225 United_Kingdom GB Entertainment 364 17 106 54192000 13500 216800 162600 2600000 100000 2008 Apr 12 60 66834405 3.85 55908316 55.378051 -3.435973
414 SCTV 19700000 9808676159 Entertainment SCTV 267 United_Kingdom GB Music 2831648 3695 4668 336 0.08 1 1 16 nan 2006 Mar 25 60 66834405 3.85 55908316 55.378051 -3.435973
415 AS_Gaming 19600000 2851024430 Gaming ASGaming 17 United_States US Games 3857915 7711 7464 23 0.01 0.09 0.07 1 nan 2009 Mar 5 88.2 328239523 14.7 270663028 37.09024 -95.712891
416 Sony_AATH 19600000 13930021471 Shows Sony_AATH 18661 United_States US Entertainment 257 112 106 274212000 68600 1100000 822600 13200000 300000 2013 Nov 13 88.2 328239523 14.7 270663028 37.09024 -95.712891
417 tabii_Urdu 19600000 8779729549 Entertainment tabii_Urdu 1306 Turkey TR Entertainment 562 3 107 110806000 27700 443200 332400 5300000 100000 2020 Apr 17 23.9 83429615 13.49 63097818 38.963745 35.243322
418 DaFuq!?Boom! 19600000 7906181776 Film_&_Animation DaFuq!?Boom! 214 United_States US Entertainment 656 112 106 2304000000 576000 9200000 6900000 110600000 6700000 2016 Jun 6 88.2 328239523 14.7 270663028 37.09024 -95.712891
419 Clash_of_Clans 19600000 3961318438 Gaming Clash_of_Clans 674 United_States US Games 1934 113 30 22292000 5600 89200 66900 1100000 nan 2013 Jan 31 88.2 328239523 14.7 270663028 37.09024 -95.712891
420 RKD_Studios 19500000 5234251168 Entertainment RKD_Studios 847 India IN Entertainment 1265 74 108 59841000 0 0 0 0 300000 2014 Mar 14 28.1 1366417754 5.36 471031528 20.593684 78.96288
421 DLS_News 19400000 2255542592 News_&_Politics DLS_News 4750 India IN News 4178 74 8 32111000 8000 128400 96300 1500000 100000 2017 Jul 5 28.1 1366417754 5.36 471031528 20.593684 78.96288
422 JukiLop 19400000 1577859332 People_&_Blogs JukiLop 85 Mexico MX People 6674 14 22 2382000 595 9500 7100 114300 100000 2017 Sep 15 40.2 126014024 3.42 102626859 23.634501 -102.552784
423 etvteluguindia 19400000 23038014291 Entertainment etvteluguindia 125974 India IN Entertainment 88 75 109 272917000 68200 1100000 818800 13100000 200000 2010 Mar 15 28.1 1366417754 5.36 471031528 20.593684 78.96288
424 FIFA 19400000 5529131886 Sports FIFA 10728 Switzerland CH Sports 1186 1 5 58863000 14700 235500 176600 2800000 100000 2006 Sep 6 59.6 8574832 4.58 6332428 46.818188 8.227512
425 Manoj_parihar 19300000 264228052 nan Manoj_parihar 335 India IN Howto 48846 75 14 37167000 9300 148700 111500 1800000 300000 2021 Mar 2 28.1 1366417754 5.36 471031528 20.593684 78.96288
426 Vsauce 19300000 2897907132 Science_&_Technology Vsauce 462 nan nan Entertainment 3024 nan 110 69614000 17400 278500 208800 3300000 100000 2007 Jul 30 nan nan nan nan nan nan
427 Unbox_Therapy 19300000 4508184467 Science_&_Technology Unbox_Therapy 2175 nan nan Tech 1596 nan 7 16718000 4200 66900 50200 802500 1100000 2010 Dec 21 nan nan nan nan nan nan
428 shane 19200000 4329121104 People_&_Blogs shane 570 United_States US Comedy 1705 114 22 2730000 683 10900 8200 131100 nan 2005 Sep 22 88.2 328239523 14.7 270663028 37.09024 -95.712891
429 Sonotek 19200000 7590582024 Entertainment Sonotek 8285 India IN Music 724 77 98 28678000 7200 114700 86000 1400000 100000 2011 Jan 11 28.1 1366417754 5.36 471031528 20.593684 78.96288
430 Jimmy_Kimmel_Live 19100000 13124645973 Entertainment Jimmy_Kimmel_Live 6526 United_States US Comedy 283 115 23 17243000 4300 69000 51700 827600 nan 2006 Sep 20 88.2 328239523 14.7 270663028 37.09024 -95.712891
431 TheOdd1sOut 19100000 4566120190 Comedy TheOdd1sOut 139 United_States US Comedy 1568 115 23 30986000 7700 123900 93000 1500000 nan 2014 Aug 30 88.2 328239523 14.7 270663028 37.09024 -95.712891
432 Goldmines_Great_Indian_Comedy 19100000 5194942269 Film_&_Animation Goldmines_Great_Indian_Comedy 2948 nan nan Film 1279 nan 26 65920000 16500 263700 197800 3200000 200000 2016 Aug 29 nan nan nan nan nan nan
433 Lil_Nas_X 19100000 6339584661 Music Lil_Nas_X 37 nan nan Music 966 nan 99 46192000 11500 184800 138600 2200000 nan 2018 May 19 nan nan nan nan nan nan
434 ýýýýýýýýýýýýýý_ýýýý 19000000 4924054368 Education ýýýýýýýýýýýýýý_ýýýý 60 United_States US Entertainment 1399 116 111 21587000 5400 86300 64800 1000000 100000 2018 Feb 20 88.2 328239523 14.7 270663028 37.09024 -95.712891
435 SUPER_SLICK_SLIME_SAM 19000000 7229175322 Howto_&_Style SUPER_SLICK_SLIME_SAM 903 Mexico MX Howto 786 15 111 123338000 30800 493400 370000 5900000 200000 2018 Jan 23 40.2 126014024 3.42 102626859 23.634501 -102.552784
436 Wow_Kidz_Action 19000000 8281724393 Film_&_Animation Wow_Kidz_Action 1525 India IN Entertainment 618 78 111 105706000 26400 422800 317100 5100000 200000 2017 Nov 8 28.1 1366417754 5.36 471031528 20.593684 78.96288
437 Turma_da_Mï¿½ï¿½ 19000000 13824277846 Film_&_Animation Turma_da_Mï¿½ï¿½ 1154 Brazil BR Film 260 22 27 76903000 19200 307600 230700 3700000 100000 2012 Jul 30 51.3 212559417 12.08 183241641 -14.235004 -51.92528
438 Calvin_Harris 19000000 16014044618 Music Calvin_Harris 79 United_Kingdom GB Music 191 18 99 102410000 25600 409600 307200 4900000 100000 2007 Feb 11 60 66834405 3.85 55908316 55.378051 -3.435973
439 KBS_WORLD_TV 19000000 15126092508 Entertainment KBS_WORLD_TV 64496 South_Korea KR Entertainment 217 8 111 107989000 27000 432000 324000 5200000 nan 2007 Jan 6 94.3 51709098 4.15 42106719 35.907757 127.766922
440 HiMan 18900000 2855519150 People_&_Blogs HiMan 375 Russia RU Entertainment 3094 4 112 24563000 6100 98300 73700 1200000 nan 2014 Oct 16 81.9 144373535 4.59 107683889 61.52401 105.318756
441 Masha_e_o_Urso 18900000 8301731337 Shows Masha_e_o_Urso 0 nan nan nan 4057944 nan nan nan 0 0 0 0 2 2014 Feb 20 nan nan nan nan nan nan
442 Little_Angel_Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 18900000 9813245108 Education Little_Angel_Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 719 Mexico MX Education 459 16 24 140398000 35100 561600 421200 6700000 nan 2018 Jan 26 40.2 126014024 3.42 102626859 23.634501 -102.552784
443 TED-Ed 18800000 3654621568 Education TED-Ed 2072 United_States US Education 2163 117 25 29874000 7500 119500 89600 1400000 100000 2011 Mar 1 88.2 328239523 14.7 270663028 37.09024 -95.712891
444 Sidemen 18800000 5257834105 Entertainment Sidemen 312 United_Kingdom GB Entertainment 1263 19 113 78158000 19500 312600 234500 3800000 100000 2015 Jun 14 60 66834405 3.85 55908316 55.378051 -3.435973
445 Cardi_B 18800000 7634430188 People_&_Blogs Cardi_B 9 nan nan nan 4054469 nan nan 7 0 0.03 0.02 0.34 nan 2017 Aug 15 nan nan nan nan nan nan
446 Busy_Fun_Ltd 18800000 7762077012 nan TG_MAYANK_YT 2 nan nan nan 4057882 nan nan nan 0 0 0 0 nan 2021 Dec 21 nan nan nan nan nan nan
447 Farruko 18800000 9573641299 Music Farruko 217 United_States US Music 485 117 100 97758000 24400 391000 293300 4700000 100000 2009 Oct 30 88.2 328239523 14.7 270663028 37.09024 -95.712891
448 ýýýýýýýýýýýýýýýýýýýýýý 18800000 9594188708 Entertainment ýýýýýýýýýýýýýýýýýýýýýý 530 Ukraine UA Entertainment 483 2 113 68006000 17000 272000 204000 3300000 100000 2014 Oct 20 82.7 44385155 8.88 30835699 48.379433 31.16558
449 Triggered_Insaan 18800000 3276891538 Comedy Triggered_Insaan 304 India IN People 2508 79 24 109026000 27300 436100 327100 5200000 700000 2014 Jul 17 28.1 1366417754 5.36 471031528 20.593684 78.96288
450 CKN 18700000 12295637162 Entertainment cKn 16 Spain ES Music 3188353 4093 5631 102 0.03 0.41 0.31 5 1 2005 Sep 26 88.9 47076781 13.96 37927409 40.463667 -3.74922
451 Ali-A 18700000 6148303268 Gaming ali-a 2 nan nan People 4053443 nan 7729 1 0 0 0 0.05 nan 2016 Jul 7 nan nan nan nan nan nan
452 Shemaroo_Comedy 18600000 6047584292 Entertainment Shemaroo_Comedy 4487 India IN Comedy 1033 81 24 102431000 25600 409700 307300 4900000 200000 2007 Jan 31 28.1 1366417754 5.36 471031528 20.593684 78.96288
453 Smile_Family_Spanish 18600000 7008250496 nan Smile_Family_Spanish 457 United_States US Entertainment 830 118 115 43396000 10800 173600 130200 2100000 200000 2019 Jun 19 88.2 328239523 14.7 270663028 37.09024 -95.712891
454 GRAMMY_GOLD_OFFICIAL 18600000 20196704276 Music GRAMMY_GOLD_OFFICIAL 6287 Thailand TH Music 121 5 101 168597000 42100 674400 505800 8100000 100000 2014 Jan 15 49.3 69625582 0.75 35294600 15.870032 100.992541
455 ýýýýýýýý_ýýýýýýýýýý_ýýýýýýýýýý_|_Arab_Games_Network 18600000 8761255550 Gaming ýýýýýýýý_ýýýýýýýýýý_ýýýýýýýýýý_|_Arab_Games_ýýý 6289 Saudi_Arabia SA Games 566 3 31 43007000 10800 172000 129000 2100000 500000 2013 Nov 29 68 34268528 5.93 28807838 23.885942 45.079162
456 Dan-Sa_/_Daniel_Saboya 18500000 2908120896 Music Dan-Sa_/_Daniel_Saboya 1329 Brazil BR Music 45213 24 102 6148000000 0 0 0 0 100000 2007 Sep 22 51.3 212559417 12.08 183241641 -14.235004 -51.92528
457 Marmok 18500000 3457618361 Gaming Marmok 374 Russia RU Games 2356 5 32 38282000 9600 153100 114800 1800000 100000 2008 Apr 27 81.9 144373535 4.59 107683889 61.52401 105.318756
458 The_ACE_Family 18500000 4558380251 People_&_Blogs The_ACE_Family 712 nan nan People 1572 nan 25 2835000 709 11300 8500 136100 nan 2016 Jan 10 nan nan nan nan nan nan
459 Like_Nastya_Vlog 18500000 8147575884 People_&_Blogs Like_Nastya_Vlog 493 Russia RU People 630 5 25 48947000 12200 195800 146800 2300000 100000 2016 Jan 14 81.9 144373535 4.59 107683889 61.52401 105.318756
460 Willie_Salim 18500000 4051072188 People_&_Blogs Willie_Salim 679 Indonesia ID People 1868 13 25 197369000 49300 789500 592100 9500000 1600000 2014 Jan 6 36.3 270203917 4.69 151509724 -0.789275 113.921327
461 PDK_Films 18400000 4120324310 Entertainment PDK_Films 111 United_States US Entertainment 1825 120 116 14430000 3600 57700 43300 692600 nan 2009 Jul 21 88.2 328239523 14.7 270663028 37.09024 -95.712891
462 TheWillyrex 18400000 7038827526 Comedy TheWillyrex 6943 Spain ES Games 825 7 33 11004000 2800 44000 33000 528200 nan 2011 Jan 26 88.9 47076781 13.96 37927409 40.463667 -3.74922
463 RsiamMusic_:_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 18400000 11544297793 Music RsiamMusic_:_ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 3159 Thailand TH Music 346 6 103 54133000 13500 216500 162400 2600000 100000 2011 Mar 8 49.3 69625582 0.75 35294600 15.870032 100.992541
464 Dhar_Mann 18400000 11280732382 People_&_Blogs Alejandro_Basalo 0 nan nan nan 4057944 nan nan nan 0 0 0 0 2 2007 Apr 25 nan nan nan nan nan nan
465 shakiraVEVO 18400000 25367126292 Music shakiraVEVO 197 United_States US Music 72 120 103 267126000 66800 1100000 801400 12800000 nan 2009 Sep 2 88.2 328239523 14.7 270663028 37.09024 -95.712891
466 Naisa_Alifia_Yuriza_(N.A.Y) 18300000 1606834186 People_&_Blogs Naisa_Alifia_Yuriza_(N.A.Y) 786 Indonesia ID Entertainment 6502 14 117 17063000 4300 68300 51200 819000 nan 2017 Jul 8 36.3 270203917 4.69 151509724 -0.789275 113.921327
